,RIC,TRADETIME,RIC2,TRADEID,TRADE_MONTH,MATURITY_DATE,INSTRUMENT,BOUGHTCCY,BOUGHTAMT,SOLDCCY,SOLDAMT,PORS,CCYPAIR,COUNTERPARTY,MATURITY_GROUP,PRICE,SIDE,INTERBANKSPOT,FWDPOINTS,BID,ASK,USDAMT,DECAY_TIME,DECAY
0,CHFDKK=R,2023-12-22T09:20:02,DKK=,0006851851,2023-12-01,2023-12-27,Forward,DKK,1534859.36,CHF,194000.0,S,CHF/DKK,ROSSING_APS,<1W,7.911646185567011,Sell,7.91193,-4.037999999999542,7.9144,7.9144,226590.98572419802,-2,1.0000379070266991
1,CHFDKK=R,2023-12-22T09:20:03,DKK=,0006851851,2023-12-01,2023-12-27,Forward,DKK,1534859.36,CHF,194000.0,S,CHF/DKK,ROSSING_APS,<1W,7.911646185567011,Sell,7.91193,-4.037999999999542,7.9144,7.9144,226590.98572419802,1,1.0000379070266991
2,CHFDKK=R,2023-12-22T09:20:04,DKK=,0006851851,2023-12-01,2023-12-27,Forward,DKK,1534859.36,CHF,194000.0,S,CHF/DKK,ROSSING_APS,<1W,7.911646185567011,Sell,7.91193,-4.037999999999542,7.9141,7.9141,226590.98572419802,0,1.0
3,CHFDKK=R,2023-12-22T09:20:05,DKK=,0006851851,2023-12-01,2023-12-27,Forward,DKK,1534859.36,CHF,194000.0,S,CHF/DKK,ROSSING_APS,<1W,7.911646185567011,Sell,7.91193,-4.037999999999542,7.9145,7.9145,226590.98572419802,2,1.0000505427022657
4,CHFDKK=R,2023-12-22T09:20:10,DKK=,0006851851,2023-12-01,2023-12-27,Forward,DKK,1534859.36,CHF,194000.0,S,CHF/DKK,ROSSING_APS,<1W,7.911646185567011,Sell,7.91193,-4.037999999999542,7.9144,7.9144,226590.98572419802,5,1.0000379070266991
5,CHFDKK=R,2023-12-22T09:20:20,DKK=,0006851851,2023-12-01,2023-12-27,Forward,DKK,1534859.36,CHF,194000.0,S,CHF/DKK,ROSSING_APS,<1W,7.911646185567011,Sell,7.91193,-4.037999999999542,7.9159,7.9159,226590.98572419802,10,1.000227442160195
6,CHFDKK=R,2023-12-22T09:20:40,DKK=,0006851851,2023-12-01,2023-12-27,Forward,DKK,1534859.36,CHF,194000.0,S,CHF/DKK,ROSSING_APS,<1W,7.911646185567011,Sell,7.91193,-4.037999999999542,7.9144,7.9144,226590.98572419802,20,1.0000379070266991
7,CHFDKK=R,2023-12-22T09:21:10,DKK=,0006851851,2023-12-01,2023-12-27,Forward,DKK,1534859.36,CHF,194000.0,S,CHF/DKK,ROSSING_APS,<1W,7.911646185567011,Sell,7.91193,-4.037999999999542,7.9141,7.9141,226590.98572419802,30,1.0
8,CHFDKK=R,2023-12-22T09:22:10,DKK=,0006851851,2023-12-01,2023-12-27,Forward,DKK,1534859.36,CHF,194000.0,S,CHF/DKK,ROSSING_APS,<1W,7.911646185567011,Sell,7.91193,-4.037999999999542,7.9132,7.9132,226590.98572419802,60,0.9998862789199023
9,CHFDKK=R,2023-12-22T15:18:52,DKK=,0006852190,2023-12-01,2024-02-29,Forward,CHF,500000.0,DKK,3975242.5,P,CHF/DKK,CARSTEN_OVLI,3M,7.950485,Buy,7.93,260.3500000000025,7.9126,7.9126,588419.2101601587,-2,1.0
10,CHFDKK=R,2023-12-22T15:18:53,DKK=,0006852190,2023-12-01,2024-02-29,Forward,CHF,500000.0,DKK,3975242.5,P,CHF/DKK,CARSTEN_OVLI,3M,7.950485,Buy,7.93,260.3500000000025,7.9125,7.9125,588419.2101601587,1,0.9999873619290751
11,CHFDKK=R,2023-12-22T15:18:54,DKK=,0006852190,2023-12-01,2024-02-29,Forward,CHF,500000.0,DKK,3975242.5,P,CHF/DKK,CARSTEN_OVLI,3M,7.950485,Buy,7.93,260.3500000000025,7.9126,7.9126,588419.2101601587,0,1.0
12,CHFDKK=R,2023-12-22T15:18:55,DKK=,0006852190,2023-12-01,2024-02-29,Forward,CHF,500000.0,DKK,3975242.5,P,CHF/DKK,CARSTEN_OVLI,3M,7.950485,Buy,7.93,260.3500000000025,7.9125,7.9125,588419.2101601587,2,0.9999873619290751
13,CHFDKK=R,2023-12-22T15:19:00,DKK=,0006852190,2023-12-01,2024-02-29,Forward,CHF,500000.0,DKK,3975242.5,P,CHF/DKK,CARSTEN_OVLI,3M,7.950485,Buy,7.93,260.3500000000025,7.9145,7.9145,588419.2101601587,5,1.0002401233475722
14,CHFDKK=R,2023-12-22T15:19:10,DKK=,0006852190,2023-12-01,2024-02-29,Forward,CHF,500000.0,DKK,3975242.5,P,CHF/DKK,CARSTEN_OVLI,3M,7.950485,Buy,7.93,260.3500000000025,7.9128,7.9128,588419.2101601587,10,1.0000252761418496
15,CHFDKK=R,2023-12-22T15:19:30,DKK=,0006852190,2023-12-01,2024-02-29,Forward,CHF,500000.0,DKK,3975242.5,P,CHF/DKK,CARSTEN_OVLI,3M,7.950485,Buy,7.93,260.3500000000025,7.9145,7.9145,588419.2101601587,20,1.0002401233475722
16,CHFDKK=R,2023-12-22T15:20:00,DKK=,0006852190,2023-12-01,2024-02-29,Forward,CHF,500000.0,DKK,3975242.5,P,CHF/DKK,CARSTEN_OVLI,3M,7.950485,Buy,7.93,260.3500000000025,7.9147,7.9147,588419.2101601587,30,1.000265399489422
17,CHFDKK=R,2023-12-22T15:21:00,DKK=,0006852190,2023-12-01,2024-02-29,Forward,CHF,500000.0,DKK,3975242.5,P,CHF/DKK,CARSTEN_OVLI,3M,7.950485,Buy,7.93,260.3500000000025,7.9142,7.9142,588419.2101601587,60,1.0002022091347977
18,DKK=,2023-12-22T08:10:12,DKK=,0006851801,2023-12-01,2023-12-22,Forward,DKK,40750.65,USD,6000.0,S,USD/DKK,LCD_DENMARK,0D,6.791775,Sell,6.78039,21.846999999999284,6.7731,6.7731,6000.0,-2,1.0
19,DKK=,2023-12-22T08:10:13,DKK=,0006851801,2023-12-01,2023-12-22,Forward,DKK,40750.65,USD,6000.0,S,USD/DKK,LCD_DENMARK,0D,6.791775,Sell,6.78039,21.846999999999284,6.7731,6.7731,6000.0,1,1.0
20,DKK=,2023-12-22T08:10:14,DKK=,0006851801,2023-12-01,2023-12-22,Forward,DKK,40750.65,USD,6000.0,S,USD/DKK,LCD_DENMARK,0D,6.791775,Sell,6.78039,21.846999999999284,6.7731,6.7731,6000.0,0,1.0
21,DKK=,2023-12-22T08:10:15,DKK=,0006851801,2023-12-01,2023-12-22,Forward,DKK,40750.65,USD,6000.0,S,USD/DKK,LCD_DENMARK,0D,6.791775,Sell,6.78039,21.846999999999284,6.7732,6.7732,6000.0,2,1.0000147642881398
22,DKK=,2023-12-22T08:10:20,DKK=,0006851801,2023-12-01,2023-12-22,Forward,DKK,40750.65,USD,6000.0,S,USD/DKK,LCD_DENMARK,0D,6.791775,Sell,6.78039,21.846999999999284,6.773,6.773,6000.0,5,0.99998523571186
23,DKK=,2023-12-22T08:10:30,DKK=,0006851801,2023-12-01,2023-12-22,Forward,DKK,40750.65,USD,6000.0,S,USD/DKK,LCD_DENMARK,0D,6.791775,Sell,6.78039,21.846999999999284,6.7725,6.7725,6000.0,10,0.9999114142711608
24,DKK=,2023-12-22T08:10:50,DKK=,0006851801,2023-12-01,2023-12-22,Forward,DKK,40750.65,USD,6000.0,S,USD/DKK,LCD_DENMARK,0D,6.791775,Sell,6.78039,21.846999999999284,6.772,6.772,6000.0,20,0.9998375928304617
25,DKK=,2023-12-22T08:11:20,DKK=,0006851801,2023-12-01,2023-12-22,Forward,DKK,40750.65,USD,6000.0,S,USD/DKK,LCD_DENMARK,0D,6.791775,Sell,6.78039,21.846999999999284,6.7727,6.7727,6000.0,30,0.9999409428474406
26,DKK=,2023-12-22T08:12:20,DKK=,0006851801,2023-12-01,2023-12-22,Forward,DKK,40750.65,USD,6000.0,S,USD/DKK,LCD_DENMARK,0D,6.791775,Sell,6.78039,21.846999999999284,6.7725,6.7725,6000.0,60,0.9999114142711608
27,DKK=,2023-12-22T08:19:29,DKK=,0006851805,2023-12-01,2023-12-22,Forward,USD,44402.85,DKK,300000.0,S,USD/DKK,ALBA_TANKERS,0D,6.756323073856746,Buy,6.778282383244086,18.61288000307937,6.7719,6.7719,44402.85,-2,0.9999557012492247
28,DKK=,2023-12-22T08:19:30,DKK=,0006851805,2023-12-01,2023-12-22,Forward,USD,44402.85,DKK,300000.0,S,USD/DKK,ALBA_TANKERS,0D,6.756323073856746,Buy,6.778282383244086,18.61288000307937,6.7722,6.7722,44402.85,1,1.0
29,DKK=,2023-12-22T08:19:31,DKK=,0006851805,2023-12-01,2023-12-22,Forward,USD,44402.85,DKK,300000.0,S,USD/DKK,ALBA_TANKERS,0D,6.756323073856746,Buy,6.778282383244086,18.61288000307937,6.7722,6.7722,44402.85,0,1.0
30,DKK=,2023-12-22T08:19:32,DKK=,0006851805,2023-12-01,2023-12-22,Forward,USD,44402.85,DKK,300000.0,S,USD/DKK,ALBA_TANKERS,0D,6.756323073856746,Buy,6.778282383244086,18.61288000307937,6.7722,6.7722,44402.85,2,1.0
31,DKK=,2023-12-22T08:19:37,DKK=,0006851805,2023-12-01,2023-12-22,Forward,USD,44402.85,DKK,300000.0,S,USD/DKK,ALBA_TANKERS,0D,6.756323073856746,Buy,6.778282383244086,18.61288000307937,6.7717,6.7717,44402.85,5,0.999926168748708
32,DKK=,2023-12-22T08:19:47,DKK=,0006851805,2023-12-01,2023-12-22,Forward,USD,44402.85,DKK,300000.0,S,USD/DKK,ALBA_TANKERS,0D,6.756323073856746,Buy,6.778282383244086,18.61288000307937,6.7727,6.7727,44402.85,10,1.0000738312512922
33,DKK=,2023-12-22T08:20:07,DKK=,0006851805,2023-12-01,2023-12-22,Forward,USD,44402.85,DKK,300000.0,S,USD/DKK,ALBA_TANKERS,0D,6.756323073856746,Buy,6.778282383244086,18.61288000307937,6.7732,6.7732,44402.85,20,1.0001476625025842
34,DKK=,2023-12-22T08:20:37,DKK=,0006851805,2023-12-01,2023-12-22,Forward,USD,44402.85,DKK,300000.0,S,USD/DKK,ALBA_TANKERS,0D,6.756323073856746,Buy,6.778282383244086,18.61288000307937,6.7732,6.7732,44402.85,30,1.0001476625025842
35,DKK=,2023-12-22T08:21:37,DKK=,0006851805,2023-12-01,2023-12-22,Forward,USD,44402.85,DKK,300000.0,S,USD/DKK,ALBA_TANKERS,0D,6.756323073856746,Buy,6.778282383244086,18.61288000307937,6.7729,6.7729,44402.85,60,1.0001033637518089
36,DKK=,2023-12-22T08:23:04,DKK=,0006851807,2023-12-01,2023-12-22,Forward,USD,44408.82,DKK,300000.0,S,USD/DKK,ALBA_TANKERS,0D,6.755414802735133,Buy,6.777363605557439,18.65379171668735,6.7735,6.7735,44408.82,-2,0.9998228703854045
37,DKK=,2023-12-22T08:23:05,DKK=,0006851807,2023-12-01,2023-12-22,Forward,USD,44408.82,DKK,300000.0,S,USD/DKK,ALBA_TANKERS,0D,6.755414802735133,Buy,6.777363605557439,18.65379171668735,6.7747,6.7747,44408.82,1,1.0
38,DKK=,2023-12-22T08:23:06,DKK=,0006851807,2023-12-01,2023-12-22,Forward,USD,44408.82,DKK,300000.0,S,USD/DKK,ALBA_TANKERS,0D,6.755414802735133,Buy,6.777363605557439,18.65379171668735,6.7747,6.7747,44408.82,0,1.0
39,DKK=,2023-12-22T08:23:07,DKK=,0006851807,2023-12-01,2023-12-22,Forward,USD,44408.82,DKK,300000.0,S,USD/DKK,ALBA_TANKERS,0D,6.755414802735133,Buy,6.777363605557439,18.65379171668735,6.7736,6.7736,44408.82,2,0.9998376311866208
40,DKK=,2023-12-22T08:23:12,DKK=,0006851807,2023-12-01,2023-12-22,Forward,USD,44408.82,DKK,300000.0,S,USD/DKK,ALBA_TANKERS,0D,6.755414802735133,Buy,6.777363605557439,18.65379171668735,6.7744,6.7744,44408.82,5,0.9999557175963512
41,DKK=,2023-12-22T08:23:22,DKK=,0006851807,2023-12-01,2023-12-22,Forward,USD,44408.82,DKK,300000.0,S,USD/DKK,ALBA_TANKERS,0D,6.755414802735133,Buy,6.777363605557439,18.65379171668735,6.7748,6.7748,44408.82,10,1.0000147608012162
42,DKK=,2023-12-22T08:23:42,DKK=,0006851807,2023-12-01,2023-12-22,Forward,USD,44408.82,DKK,300000.0,S,USD/DKK,ALBA_TANKERS,0D,6.755414802735133,Buy,6.777363605557439,18.65379171668735,6.7754,6.7754,44408.82,20,1.0001033256085141
43,DKK=,2023-12-22T08:24:12,DKK=,0006851807,2023-12-01,2023-12-22,Forward,USD,44408.82,DKK,300000.0,S,USD/DKK,ALBA_TANKERS,0D,6.755414802735133,Buy,6.777363605557439,18.65379171668735,6.7765,6.7765,44408.82,30,1.0002656944218933
44,DKK=,2023-12-22T08:25:12,DKK=,0006851807,2023-12-01,2023-12-22,Forward,USD,44408.82,DKK,300000.0,S,USD/DKK,ALBA_TANKERS,0D,6.755414802735133,Buy,6.777363605557439,18.65379171668735,6.7759,6.7759,44408.82,60,1.0001771296145954
45,DKK=,2023-12-22T09:20:13,DKK=,0006851854,2023-12-01,2023-12-22,Forward,DKK,13612659.55,USD,2009000.0,S,USD/DKK,ROSSING_APS,0D,6.775838501742161,Sell,6.77367,20.58499999999519,6.7737,6.7737,2009000.0,-2,1.0
46,DKK=,2023-12-22T09:20:14,DKK=,0006851854,2023-12-01,2023-12-22,Forward,DKK,13612659.55,USD,2009000.0,S,USD/DKK,ROSSING_APS,0D,6.775838501742161,Sell,6.77367,20.58499999999519,6.7734,6.7734,2009000.0,1,0.9999557110589485
47,DKK=,2023-12-22T09:20:15,DKK=,0006851854,2023-12-01,2023-12-22,Forward,DKK,13612659.55,USD,2009000.0,S,USD/DKK,ROSSING_APS,0D,6.775838501742161,Sell,6.77367,20.58499999999519,6.7737,6.7737,2009000.0,0,1.0
48,DKK=,2023-12-22T09:20:16,DKK=,0006851854,2023-12-01,2023-12-22,Forward,DKK,13612659.55,USD,2009000.0,S,USD/DKK,ROSSING_APS,0D,6.775838501742161,Sell,6.77367,20.58499999999519,6.7736,6.7736,2009000.0,2,0.9999852370196496
49,DKK=,2023-12-22T09:20:21,DKK=,0006851854,2023-12-01,2023-12-22,Forward,DKK,13612659.55,USD,2009000.0,S,USD/DKK,ROSSING_APS,0D,6.775838501742161,Sell,6.77367,20.58499999999519,6.7736,6.7736,2009000.0,5,0.9999852370196496
50,DKK=,2023-12-22T09:20:31,DKK=,0006851854,2023-12-01,2023-12-22,Forward,DKK,13612659.55,USD,2009000.0,S,USD/DKK,ROSSING_APS,0D,6.775838501742161,Sell,6.77367,20.58499999999519,6.774,6.774,2009000.0,10,1.0000442889410515
51,DKK=,2023-12-22T09:20:51,DKK=,0006851854,2023-12-01,2023-12-22,Forward,DKK,13612659.55,USD,2009000.0,S,USD/DKK,ROSSING_APS,0D,6.775838501742161,Sell,6.77367,20.58499999999519,6.7739,6.7739,2009000.0,20,1.000029525960701
52,DKK=,2023-12-22T09:21:21,DKK=,0006851854,2023-12-01,2023-12-22,Forward,DKK,13612659.55,USD,2009000.0,S,USD/DKK,ROSSING_APS,0D,6.775838501742161,Sell,6.77367,20.58499999999519,6.7734,6.7734,2009000.0,30,0.9999557110589485
53,DKK=,2023-12-22T09:22:21,DKK=,0006851854,2023-12-01,2023-12-22,Forward,DKK,13612659.55,USD,2009000.0,S,USD/DKK,ROSSING_APS,0D,6.775838501742161,Sell,6.77367,20.58499999999519,6.7729,6.7729,2009000.0,60,0.9998818961571962
54,DKK=,2023-12-22T10:33:09,DKK=,0006851924,2023-12-01,2023-12-22,Forward,USD,15527.19,DKK,105000.0,S,USD/DKK,FORSCO_APS,0D,6.762331110780508,Buy,6.772314777190843,19.26846459389786,6.7651,6.7651,15527.19,-2,1.0000147819660015
55,DKK=,2023-12-22T10:33:10,DKK=,0006851924,2023-12-01,2023-12-22,Forward,USD,15527.19,DKK,105000.0,S,USD/DKK,FORSCO_APS,0D,6.762331110780508,Buy,6.772314777190843,19.26846459389786,6.7653,6.7653,15527.19,1,1.0000443458980044
56,DKK=,2023-12-22T10:33:11,DKK=,0006851924,2023-12-01,2023-12-22,Forward,USD,15527.19,DKK,105000.0,S,USD/DKK,FORSCO_APS,0D,6.762331110780508,Buy,6.772314777190843,19.26846459389786,6.765,6.765,15527.19,0,1.0
57,DKK=,2023-12-22T10:33:12,DKK=,0006851924,2023-12-01,2023-12-22,Forward,USD,15527.19,DKK,105000.0,S,USD/DKK,FORSCO_APS,0D,6.762331110780508,Buy,6.772314777190843,19.26846459389786,6.7652,6.7652,15527.19,2,1.000029563932003
58,DKK=,2023-12-22T10:33:17,DKK=,0006851924,2023-12-01,2023-12-22,Forward,USD,15527.19,DKK,105000.0,S,USD/DKK,FORSCO_APS,0D,6.762331110780508,Buy,6.772314777190843,19.26846459389786,6.7653,6.7653,15527.19,5,1.0000443458980044
59,DKK=,2023-12-22T10:33:27,DKK=,0006851924,2023-12-01,2023-12-22,Forward,USD,15527.19,DKK,105000.0,S,USD/DKK,FORSCO_APS,0D,6.762331110780508,Buy,6.772314777190843,19.26846459389786,6.7656,6.7656,15527.19,10,1.000088691796009
60,DKK=,2023-12-22T10:33:47,DKK=,0006851924,2023-12-01,2023-12-22,Forward,USD,15527.19,DKK,105000.0,S,USD/DKK,FORSCO_APS,0D,6.762331110780508,Buy,6.772314777190843,19.26846459389786,6.7654,6.7654,15527.19,20,1.0000591278640059
61,DKK=,2023-12-22T10:34:17,DKK=,0006851924,2023-12-01,2023-12-22,Forward,USD,15527.19,DKK,105000.0,S,USD/DKK,FORSCO_APS,0D,6.762331110780508,Buy,6.772314777190843,19.26846459389786,6.7654,6.7654,15527.19,30,1.0000591278640059
62,DKK=,2023-12-22T10:35:17,DKK=,0006851924,2023-12-01,2023-12-22,Forward,USD,15527.19,DKK,105000.0,S,USD/DKK,FORSCO_APS,0D,6.762331110780508,Buy,6.772314777190843,19.26846459389786,6.7652,6.7652,15527.19,60,1.000029563932003
63,DKK=,2023-12-22T10:36:59,DKK=,0006851925,2023-12-01,2023-12-22,Forward,USD,961401.35,DKK,6500000.0,S,USD/DKK,FORSCO_APS,0D,6.7609640864348695,Buy,6.770939129257228,19.306508073713147,6.7653,6.7653,961401.35,-2,1.0
64,DKK=,2023-12-22T10:37:00,DKK=,0006851925,2023-12-01,2023-12-22,Forward,USD,961401.35,DKK,6500000.0,S,USD/DKK,FORSCO_APS,0D,6.7609640864348695,Buy,6.770939129257228,19.306508073713147,6.7656,6.7656,961401.35,1,1.000044343931533
65,DKK=,2023-12-22T10:37:01,DKK=,0006851925,2023-12-01,2023-12-22,Forward,USD,961401.35,DKK,6500000.0,S,USD/DKK,FORSCO_APS,0D,6.7609640864348695,Buy,6.770939129257228,19.306508073713147,6.7653,6.7653,961401.35,0,1.0
66,DKK=,2023-12-22T10:37:02,DKK=,0006851925,2023-12-01,2023-12-22,Forward,USD,961401.35,DKK,6500000.0,S,USD/DKK,FORSCO_APS,0D,6.7609640864348695,Buy,6.770939129257228,19.306508073713147,6.7653,6.7653,961401.35,2,1.0
67,DKK=,2023-12-22T10:37:07,DKK=,0006851925,2023-12-01,2023-12-22,Forward,USD,961401.35,DKK,6500000.0,S,USD/DKK,FORSCO_APS,0D,6.7609640864348695,Buy,6.770939129257228,19.306508073713147,6.7656,6.7656,961401.35,5,1.000044343931533
68,DKK=,2023-12-22T10:37:17,DKK=,0006851925,2023-12-01,2023-12-22,Forward,USD,961401.35,DKK,6500000.0,S,USD/DKK,FORSCO_APS,0D,6.7609640864348695,Buy,6.770939129257228,19.306508073713147,6.7656,6.7656,961401.35,10,1.000044343931533
69,DKK=,2023-12-22T10:37:37,DKK=,0006851925,2023-12-01,2023-12-22,Forward,USD,961401.35,DKK,6500000.0,S,USD/DKK,FORSCO_APS,0D,6.7609640864348695,Buy,6.770939129257228,19.306508073713147,6.7659,6.7659,961401.35,20,1.000088687863066
70,DKK=,2023-12-22T10:38:07,DKK=,0006851925,2023-12-01,2023-12-22,Forward,USD,961401.35,DKK,6500000.0,S,USD/DKK,FORSCO_APS,0D,6.7609640864348695,Buy,6.770939129257228,19.306508073713147,6.7656,6.7656,961401.35,30,1.000044343931533
71,DKK=,2023-12-22T10:39:07,DKK=,0006851925,2023-12-01,2023-12-22,Forward,USD,961401.35,DKK,6500000.0,S,USD/DKK,FORSCO_APS,0D,6.7609640864348695,Buy,6.770939129257228,19.306508073713147,6.7656,6.7656,961401.35,60,1.000044343931533
72,DKK=,2023-12-22T10:41:05,DKK=,0006851927,2023-12-01,2024-04-02,Forward,DKK,845115.25,USD,125000.0,S,USD/DKK,TRIOBIKE,>3M,6.760922,Sell,6.77202,-347.08000000000186,6.7669,6.7669,125000.0,-2,1.0000147780339304
73,DKK=,2023-12-22T10:41:06,DKK=,0006851927,2023-12-01,2024-04-02,Forward,DKK,845115.25,USD,125000.0,S,USD/DKK,TRIOBIKE,>3M,6.760922,Sell,6.77202,-347.08000000000186,6.7669,6.7669,125000.0,1,1.0000147780339304
74,DKK=,2023-12-22T10:41:07,DKK=,0006851927,2023-12-01,2024-04-02,Forward,DKK,845115.25,USD,125000.0,S,USD/DKK,TRIOBIKE,>3M,6.760922,Sell,6.77202,-347.08000000000186,6.7668,6.7668,125000.0,0,1.0
75,DKK=,2023-12-22T10:41:08,DKK=,0006851927,2023-12-01,2024-04-02,Forward,DKK,845115.25,USD,125000.0,S,USD/DKK,TRIOBIKE,>3M,6.760922,Sell,6.77202,-347.08000000000186,6.7669,6.7669,125000.0,2,1.0000147780339304
76,DKK=,2023-12-22T10:41:13,DKK=,0006851927,2023-12-01,2024-04-02,Forward,DKK,845115.25,USD,125000.0,S,USD/DKK,TRIOBIKE,>3M,6.760922,Sell,6.77202,-347.08000000000186,6.767,6.767,125000.0,5,1.0000295560678607
77,DKK=,2023-12-22T10:41:23,DKK=,0006851927,2023-12-01,2024-04-02,Forward,DKK,845115.25,USD,125000.0,S,USD/DKK,TRIOBIKE,>3M,6.760922,Sell,6.77202,-347.08000000000186,6.7674,6.7674,125000.0,10,1.0000886682035823
78,DKK=,2023-12-22T10:41:43,DKK=,0006851927,2023-12-01,2024-04-02,Forward,DKK,845115.25,USD,125000.0,S,USD/DKK,TRIOBIKE,>3M,6.760922,Sell,6.77202,-347.08000000000186,6.7676,6.7676,125000.0,20,1.0001182242714428
79,DKK=,2023-12-22T10:41:55,DKK=,0006851928,2023-12-01,2024-05-31,Forward,DKK,843024.81,USD,125000.0,S,USD/DKK,TRIOBIKE,>3M,6.7441984800000006,Sell,6.7722,-545.914999999999,6.7672,6.7672,125000.0,-2,1.0
80,DKK=,2023-12-22T10:41:56,DKK=,0006851928,2023-12-01,2024-05-31,Forward,DKK,843024.81,USD,125000.0,S,USD/DKK,TRIOBIKE,>3M,6.7441984800000006,Sell,6.7722,-545.914999999999,6.7672,6.7672,125000.0,1,1.0
81,DKK=,2023-12-22T10:41:57,DKK=,0006851928,2023-12-01,2024-05-31,Forward,DKK,843024.81,USD,125000.0,S,USD/DKK,TRIOBIKE,>3M,6.7441984800000006,Sell,6.7722,-545.914999999999,6.7672,6.7672,125000.0,0,1.0
82,DKK=,2023-12-22T10:41:58,DKK=,0006851928,2023-12-01,2024-05-31,Forward,DKK,843024.81,USD,125000.0,S,USD/DKK,TRIOBIKE,>3M,6.7441984800000006,Sell,6.7722,-545.914999999999,6.7669,6.7669,125000.0,2,0.9999556685187374
83,DKK=,2023-12-22T10:42:03,DKK=,0006851928,2023-12-01,2024-05-31,Forward,DKK,843024.81,USD,125000.0,S,USD/DKK,TRIOBIKE,>3M,6.7441984800000006,Sell,6.7722,-545.914999999999,6.767,6.767,125000.0,5,0.9999704456791584
84,DKK=,2023-12-22T10:42:13,DKK=,0006851927,2023-12-01,2024-04-02,Forward,DKK,845115.25,USD,125000.0,S,USD/DKK,TRIOBIKE,>3M,6.760922,Sell,6.77202,-347.08000000000186,6.767,6.767,125000.0,30,1.0000295560678607
85,DKK=,2023-12-22T10:42:13,DKK=,0006851928,2023-12-01,2024-05-31,Forward,DKK,843024.81,USD,125000.0,S,USD/DKK,TRIOBIKE,>3M,6.7441984800000006,Sell,6.7722,-545.914999999999,6.767,6.767,125000.0,10,0.9999704456791584
86,DKK=,2023-12-22T10:42:33,DKK=,0006851928,2023-12-01,2024-05-31,Forward,DKK,843024.81,USD,125000.0,S,USD/DKK,TRIOBIKE,>3M,6.7441984800000006,Sell,6.7722,-545.914999999999,6.7675,6.7675,125000.0,20,1.0000443314812626
87,DKK=,2023-12-22T10:43:03,DKK=,0006851928,2023-12-01,2024-05-31,Forward,DKK,843024.81,USD,125000.0,S,USD/DKK,TRIOBIKE,>3M,6.7441984800000006,Sell,6.7722,-545.914999999999,6.7672,6.7672,125000.0,30,1.0
88,DKK=,2023-12-22T10:43:13,DKK=,0006851927,2023-12-01,2024-04-02,Forward,DKK,845115.25,USD,125000.0,S,USD/DKK,TRIOBIKE,>3M,6.760922,Sell,6.77202,-347.08000000000186,6.7671,6.7671,125000.0,60,1.000044334101791
89,DKK=,2023-12-22T10:44:03,DKK=,0006851928,2023-12-01,2024-05-31,Forward,DKK,843024.81,USD,125000.0,S,USD/DKK,TRIOBIKE,>3M,6.7441984800000006,Sell,6.7722,-545.914999999999,6.7673,6.7673,125000.0,60,1.0000147771604209
90,DKK=,2023-12-22T10:51:52,DKK=,0006851939,2023-12-01,2023-12-22,Forward,USD,100000.0,DKK,676553.17,P,USD/DKK,OESTERG_A_S,0D,6.7655317,Buy,6.77466,19.116999999999607,6.7673,6.7673,100000.0,-2,1.0
91,DKK=,2023-12-22T10:51:53,DKK=,0006851939,2023-12-01,2023-12-22,Forward,USD,100000.0,DKK,676553.17,P,USD/DKK,OESTERG_A_S,0D,6.7655317,Buy,6.77466,19.116999999999607,6.7673,6.7673,100000.0,1,1.0
92,DKK=,2023-12-22T10:51:54,DKK=,0006851939,2023-12-01,2023-12-22,Forward,USD,100000.0,DKK,676553.17,P,USD/DKK,OESTERG_A_S,0D,6.7655317,Buy,6.77466,19.116999999999607,6.7673,6.7673,100000.0,0,1.0
93,DKK=,2023-12-22T10:51:55,DKK=,0006851939,2023-12-01,2023-12-22,Forward,USD,100000.0,DKK,676553.17,P,USD/DKK,OESTERG_A_S,0D,6.7655317,Buy,6.77466,19.116999999999607,6.7675,6.7675,100000.0,2,1.0000295538841193
94,DKK=,2023-12-22T10:52:00,DKK=,0006851939,2023-12-01,2023-12-22,Forward,USD,100000.0,DKK,676553.17,P,USD/DKK,OESTERG_A_S,0D,6.7655317,Buy,6.77466,19.116999999999607,6.7674,6.7674,100000.0,5,1.0000147769420598
95,DKK=,2023-12-22T10:52:10,DKK=,0006851939,2023-12-01,2023-12-22,Forward,USD,100000.0,DKK,676553.17,P,USD/DKK,OESTERG_A_S,0D,6.7655317,Buy,6.77466,19.116999999999607,6.7673,6.7673,100000.0,10,1.0
96,DKK=,2023-12-22T10:52:30,DKK=,0006851939,2023-12-01,2023-12-22,Forward,USD,100000.0,DKK,676553.17,P,USD/DKK,OESTERG_A_S,0D,6.7655317,Buy,6.77466,19.116999999999607,6.7671,6.7671,100000.0,20,0.9999704461158808
97,DKK=,2023-12-22T10:53:00,DKK=,0006851939,2023-12-01,2023-12-22,Forward,USD,100000.0,DKK,676553.17,P,USD/DKK,OESTERG_A_S,0D,6.7655317,Buy,6.77466,19.116999999999607,6.7674,6.7674,100000.0,30,1.0000147769420598
98,DKK=,2023-12-22T10:54:00,DKK=,0006851939,2023-12-01,2023-12-22,Forward,USD,100000.0,DKK,676553.17,P,USD/DKK,OESTERG_A_S,0D,6.7655317,Buy,6.77466,19.116999999999607,6.767,6.767,100000.0,60,0.9999556691738213
