;TRADE_DATETIME;INSTRUMENT;LIQUIDITY_PARTNER;SIDE;BOUGHTCCY;BOUGHTAMT;SOLDCCY;SOLDAMT;SPOT_DATE;MATURITY_DATE;MATURITY;MATURITY_GROUPS;CCYPAIR;RIC;PRICE
0;2023-10-31 08:04:02;Spot;Barclays;Buy;NOK;5908585.0;EUR;500000.0;2023-11-02 00:00:00;2023-11-02 00:00:00;2;<1W;EUR/NOK;EURNOK=;11.81717
1;2023-10-31 08:04:02;Spot;UBS;Buy;NOK;11817152.0;EUR;1000000.17;2023-11-02 00:00:00;2023-11-02 00:00:00;2;<1W;EUR/NOK;EURNOK=;11.8171499910845
2;2023-10-31 08:04:02;Spot;Deutsche Bank;Buy;NOK;4274263.0;EUR;361710.7;2023-11-02 00:00:00;2023-11-02 00:00:00;2;<1W;EUR/NOK;EURNOK=;11.816800000663513
3;2023-10-31 08:14:43;Spot;JP Morgan;Sell;DKK;2815572.0;USD;400000.0;2023-11-02 00:00:00;2023-11-02 00:00:00;2;<1W;USD/DKK;USDDKK=;7.03893
4;2023-10-31 08:54:14;Spot;Deutsche Bank;Sell;PLN;4450800.0;EUR;1000000.0;2023-11-03 00:00:00;2023-11-03 00:00:00;3;<1W;EUR/PLN;EURPLN=;4.4508
5;2023-10-31 09:19:58;Spot;JP Morgan;Buy;USD;500000.0;DKK;3511420.0;2023-11-02 00:00:00;2023-11-02 00:00:00;2;<1W;USD/DKK;USDDKK=;7.02284
6;2023-10-31 09:28:39;Spot;Deutsche Bank;Sell;DKK;631213.5;SEK;1000000.0;2023-11-02 00:00:00;2023-11-02 00:00:00;2;<1W;SEK/DKK;SEKDKK=;0.6312135
7;2023-10-31 09:29:45;Spot;UBS;Sell;DKK;839580.0;PLN;500000.0;2023-11-03 00:00:00;2023-11-03 00:00:00;3;<1W;PLN/DKK;PLNDKK=;1.67916
8;2023-10-31 10:06:50;Spot;Deutsche Bank;Sell;DKK;700000.0;JPY;15003100.0;2023-11-02 00:00:00;2023-11-02 00:00:00;2;<1W;JPY/DKK;JPYDKK=;0.04665702421499557
9;2023-10-31 10:06:50;Spot;UBS;Sell;DKK;1131251.15;JPY;24246400.0;2023-11-02 00:00:00;2023-11-02 00:00:00;2;<1W;JPY/DKK;JPYDKK=;0.04665645827834235
10;2023-10-31 10:06:50;Spot;Deutsche Bank;Sell;DKK;100000.0;JPY;2143300.0;2023-11-02 00:00:00;2023-11-02 00:00:00;2;<1W;JPY/DKK;JPYDKK=;0.04665702421499557
11;2023-10-31 10:06:50;Spot;Deutsche Bank;Sell;DKK;100000.0;JPY;2143350.0;2023-11-02 00:00:00;2023-11-02 00:00:00;2;<1W;JPY/DKK;JPYDKK=;0.04665593580143234
12;2023-10-31 10:06:50;Spot;Deutsche Bank;Sell;DKK;5900000.0;JPY;126457650.0;2023-11-02 00:00:00;2023-11-02 00:00:00;2;<1W;JPY/DKK;JPYDKK=;0.04665593580143234
13;2023-10-31 10:06:50;Spot;Deutsche Bank;Sell;DKK;1400000.0;JPY;30006200.0;2023-11-02 00:00:00;2023-11-02 00:00:00;2;<1W;JPY/DKK;JPYDKK=;0.04665702421499557
14;2023-10-31 10:06:55;Spot;UBS;Sell;DKK;9343515.27;JPY;200000000.0;2023-11-02 00:00:00;2023-11-02 00:00:00;2;<1W;JPY/DKK;JPYDKK=;0.04671757635
15;2023-10-31 10:07:06;Spot;JP Morgan;Sell;DKK;4667444.57;JPY;100000000.0;2023-11-02 00:00:00;2023-11-02 00:00:00;2;<1W;JPY/DKK;JPYDKK=;0.046674445700000004
16;2023-10-31 11:27:22;Spot;Deutsche Bank;Sell;DKK;559822500.0;EUR;75000000.0;2023-11-02 00:00:00;2023-11-02 00:00:00;2;<1W;EUR/DKK;EURDKK=;7.4643
17;2023-10-31 11:41:39;Spot;JP Morgan;Sell;DKK;7464390.0;EUR;1000000.0;2023-11-02 00:00:00;2023-11-02 00:00:00;2;<1W;EUR/DKK;EURDKK=;7.46439
18;2023-10-31 11:41:39;Spot;JP Morgan;Sell;DKK;11196540.0;EUR;1500000.0;2023-11-02 00:00:00;2023-11-02 00:00:00;2;<1W;EUR/DKK;EURDKK=;7.46436
19;2023-10-31 11:41:39;Spot;JP Morgan;Sell;DKK;14928900.0;EUR;2000000.0;2023-11-02 00:00:00;2023-11-02 00:00:00;2;<1W;EUR/DKK;EURDKK=;7.46445
20;2023-10-31 11:41:39;Spot;Barclays;Sell;DKK;3732195.0;EUR;500000.0;2023-11-02 00:00:00;2023-11-02 00:00:00;2;<1W;EUR/DKK;EURDKK=;7.46439
21;2023-10-31 11:41:39;Spot;JP Morgan;Sell;DKK;7464480.0;EUR;1000000.0;2023-11-02 00:00:00;2023-11-02 00:00:00;2;<1W;EUR/DKK;EURDKK=;7.46448
22;2023-10-31 11:41:40;Spot;JP Morgan;Sell;DKK;29857560.0;EUR;4000000.0;2023-11-02 00:00:00;2023-11-02 00:00:00;2;<1W;EUR/DKK;EURDKK=;7.46439
23;2023-10-31 11:48:36;Spot;Deutsche Bank;Buy;EUR;10000000.0;DKK;74645200.0;2023-11-02 00:00:00;2023-11-02 00:00:00;2;<1W;EUR/DKK;EURDKK=;7.46452
24;2023-10-31 11:51:26;Spot;UBS;Sell;SEK;4989050.0;NOK;5000000.0;2023-11-02 00:00:00;2023-11-02 00:00:00;2;<1W;SEK/NOK;SEKNOK=;1.002194806626512
25;2023-10-31 13:06:42;Spot;JP Morgan;Sell;DKK;1261789.84;SEK;2000000.0;2023-11-02 00:00:00;2023-11-02 00:00:00;2;<1W;SEK/DKK;SEKDKK=;0.63089492
26;2023-10-31 13:37:57;Spot;UBS;Sell;DKK;14357100.0;CNH;15000000.0;2023-11-02 00:00:00;2023-11-02 00:00:00;2;<1W;CNH/DKK;CNHDKK=;0.95714
27;2023-10-31 13:39:02;Spot;UBS;Sell;DKK;4786550.0;CNH;5000000.0;2023-11-02 00:00:00;2023-11-02 00:00:00;2;<1W;CNH/DKK;CNHDKK=;0.95731
28;2023-10-31 13:39:02;Spot;Deutsche Bank;Sell;DKK;4786600.0;CNH;5000000.0;2023-11-02 00:00:00;2023-11-02 00:00:00;2;<1W;CNH/DKK;CNHDKK=;0.95732
29;2023-10-31 13:54:54;Spot;Deutsche Bank;Sell;PLN;444150.0;EUR;100000.0;2023-11-03 00:00:00;2023-11-03 00:00:00;3;<1W;EUR/PLN;EURPLN=;4.4415
30;2023-10-31 13:55:04;Spot;UBS;Sell;PLN;3996981.0;EUR;900000.0;2023-11-03 00:00:00;2023-11-03 00:00:00;3;<1W;EUR/PLN;EURPLN=;4.44109
31;2023-10-31 13:59:55;Spot;Deutsche Bank;Sell;DKK;124100.0;TRY;500000.0;2023-11-02 00:00:00;2023-11-02 00:00:00;2;<1W;TRY/DKK;TRYDKK=;0.2482
32;2023-10-31 14:00:00;Spot;Citi;Sell;DKK;3513040.0;USD;500000.0;2023-11-02 00:00:00;2023-11-02 00:00:00;2;<1W;USD/DKK;USDDKK=;7.02608
33;2023-10-31 14:00:25;Spot;UBS;Buy;THB;4000000.0;DKK;780240.0;2023-11-02 00:00:00;2023-11-02 00:00:00;2;<1W;THB/DKK;THBDKK=;0.19506
34;2023-10-31 14:00:56;Spot;Deutsche Bank;Sell;DKK;37323550.0;EUR;5000000.0;2023-11-02 00:00:00;2023-11-02 00:00:00;2;<1W;EUR/DKK;EURDKK=;7.46471
35;2023-10-31 14:36:46;Swap;Deutsche Bank;Buy;EUR;130000000.0;DKK;970405800.0;2023-11-02 00:00:00;2024-02-02 00:00:00;94;3M;EUR/DKK;EURDKK=;7.46466
36;2023-10-31 14:37:21;Spot;Citi;Sell;DKK;1407736.0;USD;200000.0;2023-11-02 00:00:00;2023-11-02 00:00:00;2;<1W;USD/DKK;USDDKK=;7.03868
37;2023-10-31 14:40:01;Spot;Barclays;Buy;PLN;300000.0;DKK;503778.0;2023-11-03 00:00:00;2023-11-03 00:00:00;3;<1W;PLN/DKK;PLNDKK=;1.67926
38;2023-10-31 14:59:04;Spot;UBS;Buy;MXN;5000000.0;DKK;1947768.64;2023-11-03 00:00:00;2023-11-03 00:00:00;3;<1W;MXN/DKK;MXNDKK=;0.389553728
39;2023-10-31 15:10:06;Swap;Deutsche Bank;Buy;EUR;50000000.0;DKK;373222000.0;2023-11-02 00:00:00;2024-02-02 00:00:00;94;3M;EUR/DKK;EURDKK=;7.46444
40;2023-10-31 15:19:32;Spot;UBS;Sell;SEK;4989050.0;NOK;5000000.0;2023-11-02 00:00:00;2023-11-02 00:00:00;2;<1W;SEK/NOK;SEKNOK=;1.002194806626512
41;2023-10-31 15:22:48;Spot;Deutsche Bank;Sell;DKK;1407180.0;USD;200000.0;2023-11-02 00:00:00;2023-11-02 00:00:00;2;<1W;USD/DKK;USDDKK=;7.0359
42;2023-10-31 15:22:48;Spot;JP Morgan;Sell;DKK;2814352.0;USD;400000.0;2023-11-02 00:00:00;2023-11-02 00:00:00;2;<1W;USD/DKK;USDDKK=;7.03588
43;2023-10-31 15:49:12;Spot;JP Morgan;Sell;DKK;2112318.0;USD;300000.0;2023-11-02 00:00:00;2023-11-02 00:00:00;2;<1W;USD/DKK;USDDKK=;7.04106
44;2023-10-31 16:00:38;Spot;Citi;Buy;USD;500000.0;DKK;3519750.0;2023-11-02 00:00:00;2023-11-02 00:00:00;2;<1W;USD/DKK;USDDKK=;7.0395
45;2023-10-31 16:03:44;Spot;Deutsche Bank;Sell;DKK;226159.07;ZAR;600000.0;2023-11-02 00:00:00;2023-11-02 00:00:00;2;<1W;ZAR/DKK;ZARDKK=;0.3769317833333333
46;2023-10-31 16:18:16;Spot;JP Morgan;Sell;DKK;2137307.5;GBP;250000.0;2023-11-02 00:00:00;2023-11-02 00:00:00;2;<1W;GBP/DKK;GBPDKK=;8.54923
47;2023-10-31 16:23:07;Spot;JP Morgan;Sell;DKK;7051380.0;USD;1000000.0;2023-11-02 00:00:00;2023-11-02 00:00:00;2;<1W;USD/DKK;USDDKK=;7.05138
48;2023-10-31 16:43:40;Spot;UBS;Sell;SEK;499740.0;NOK;500000.0;2023-11-02 00:00:00;2023-11-02 00:00:00;2;<1W;SEK/NOK;SEKNOK=;1.000520270540681
49;2023-10-31 17:00:52;Spot;Deutsche Bank;Buy;EUR;5000000.0;DKK;37318950.0;2023-11-02 00:00:00;2023-11-02 00:00:00;2;<1W;EUR/DKK;EURDKK=;7.46379
50;2023-11-01 08:09:52;Spot;Deutsche Bank;Sell;DKK;37321500.0;EUR;5000000.0;2023-11-03 00:00:00;2023-11-03 00:00:00;2;<1W;EUR/DKK;EURDKK=;7.4643
51;2023-11-01 08:10:48;Spot;Deutsche Bank;Buy;EUR;300000.0;SEK;3544950.0;2023-11-03 00:00:00;2023-11-03 00:00:00;2;<1W;EUR/SEK;EURSEK=;11.8165
52;2023-11-01 08:40:12;Spot;Deutsche Bank;Sell;DKK;37321750.0;EUR;5000000.0;2023-11-03 00:00:00;2023-11-03 00:00:00;2;<1W;EUR/DKK;EURDKK=;7.46435
53;2023-11-01 08:44:07;Spot;UBS;Sell;DKK;1943822.5;CHF;250000.0;2023-11-03 00:00:00;2023-11-03 00:00:00;2;<1W;CHF/DKK;CHFDKK=;7.77529
54;2023-11-01 08:51:54;Spot;JP Morgan;Buy;USD;600000.0;DKK;4240662.0;2023-11-03 00:00:00;2023-11-03 00:00:00;2;<1W;USD/DKK;USDDKK=;7.06777
55;2023-11-01 09:37:31;Spot;UBS;Sell;DKK;648146.41;SEK;1024363.0;2023-11-03 00:00:00;2023-11-03 00:00:00;2;<1W;SEK/DKK;SEKDKK=;0.6327311802554368
56;2023-11-01 09:37:31;Spot;UBS;Buy;EUR;200000.0;SEK;2359680.0;2023-11-03 00:00:00;2023-11-03 00:00:00;2;<1W;EUR/SEK;EURSEK=;11.7984
57;2023-11-01 09:37:31;Spot;UBS;Sell;DKK;1249999.68;SEK;1975637.0;2023-11-03 00:00:00;2023-11-03 00:00:00;2;<1W;SEK/DKK;SEKDKK=;0.6327071622975273
58;2023-11-01 10:01:04;Spot;UBS;Buy;USD;200000.0;NOK;2241686.0;2023-11-03 00:00:00;2023-11-03 00:00:00;2;<1W;USD/NOK;USDNOK=;11.20843
59;2023-11-01 10:05:10;Spot;UBS;Sell;DKK;1262227.82;NOK;2000000.0;2023-11-03 00:00:00;2023-11-03 00:00:00;2;<1W;NOK/DKK;NOKDKK=;0.6311139100000001
60;2023-11-01 11:00:13;Spot;UBS;Buy;EUR;5000000.0;SEK;59076400.0;2023-11-03 00:00:00;2023-11-03 00:00:00;2;<1W;EUR/SEK;EURSEK=;11.81528
61;2023-11-01 11:09:09;Swap;HSBC;Sell;EUR;18864084.91;CNH;146000000.0;2023-11-03 00:00:00;2023-11-22 00:00:00;21;3W;EUR/CNH;EURCNH=;7.73957500173275
62;2023-11-01 11:19:31;Spot;JP Morgan;Sell;DKK;4481284.71;SEK;7089751.0;2023-11-03 00:00:00;2023-11-03 00:00:00;2;<1W;SEK/DKK;SEKDKK=;0.6320792803583651
63;2023-11-01 11:19:31;Spot;UBS;Sell;DKK;4999999.34;SEK;7910249.0;2023-11-03 00:00:00;2023-11-03 00:00:00;2;<1W;SEK/DKK;SEKDKK=;0.6320912704517898
64;2023-11-01 11:19:36;Spot;Deutsche Bank;Sell;DKK;1262307.48;NOK;2000000.0;2023-11-03 00:00:00;2023-11-03 00:00:00;2;<1W;NOK/DKK;NOKDKK=;0.63115374
65;2023-11-01 11:21:51;Swap;JP Morgan;Buy;USD;175000000.0;DKK;1238490750.0;2023-11-03 00:00:00;2023-11-17 00:00:00;16;2W;USD/DKK;USDDKK=;7.07709
66;2023-11-01 11:38:24;Spot;JP Morgan;Buy;USD;900000.0;DKK;6367383.0;2023-11-03 00:00:00;2023-11-03 00:00:00;2;<1W;USD/DKK;USDDKK=;7.07487
67;2023-11-01 11:43:18;Forward;UBS;Buy;USD;1107266.44;CNY;8000000.0;2023-11-03 00:00:00;2024-02-22 00:00:00;113;>3M;USD/CNY;USDCNY=;7.224999973809376
68;2023-11-01 11:54:26;Spot;Citi;Buy;USD;600000.0;DKK;4244544.0;2023-11-03 00:00:00;2023-11-03 00:00:00;2;<1W;USD/DKK;USDDKK=;7.07424
69;2023-11-01 11:54:51;Spot;JP Morgan;Sell;DKK;1261901.3;NOK;2000000.0;2023-11-03 00:00:00;2023-11-03 00:00:00;2;<1W;NOK/DKK;NOKDKK=;0.6309506500000001
70;2023-11-01 11:55:06;Spot;Deutsche Bank;Sell;DKK;1264302.42;SEK;2000000.0;2023-11-03 00:00:00;2023-11-03 00:00:00;2;<1W;SEK/DKK;SEKDKK=;0.63215121
71;2023-11-01 11:55:27;Swap;UBS;Buy;USD;100000000.0;DKK;707453000.0;2023-11-03 00:00:00;2023-11-17 00:00:00;16;2W;USD/DKK;USDDKK=;7.07453
72;2023-11-01 11:56:12;Spot;UBS;Buy;USD;380000.0;ZAR;7112919.8;2023-11-03 00:00:00;2023-11-03 00:00:00;2;<1W;USD/ZAR;USDZAR=;18.71821
73;2023-11-01 12:22:30;Spot;Deutsche Bank;Buy;USD;100000.0;DKK;708020.0;2023-11-03 00:00:00;2023-11-03 00:00:00;2;<1W;USD/DKK;USDDKK=;7.0802
74;2023-11-01 12:22:31;Spot;JP Morgan;Buy;USD;300000.0;DKK;2124063.0;2023-11-03 00:00:00;2023-11-03 00:00:00;2;<1W;USD/DKK;USDDKK=;7.08021
75;2023-11-01 12:23:51;Spot;Deutsche Bank;Buy;GBP;300000.0;DKK;2576310.0;2023-11-03 00:00:00;2023-11-03 00:00:00;2;<1W;GBP/DKK;GBPDKK=;8.5877
76;2023-11-01 12:40:23;Spot;UBS;Sell;DKK;7078480.0;USD;1000000.0;2023-11-03 00:00:00;2023-11-03 00:00:00;2;<1W;USD/DKK;USDDKK=;7.07848
77;2023-11-01 12:40:23;Spot;Citi;Sell;DKK;7786350.0;USD;1100000.0;2023-11-03 00:00:00;2023-11-03 00:00:00;2;<1W;USD/DKK;USDDKK=;7.0785
78;2023-11-01 12:40:23;Spot;JP Morgan;Sell;DKK;2831400.0;USD;400000.0;2023-11-03 00:00:00;2023-11-03 00:00:00;2;<1W;USD/DKK;USDDKK=;7.0785
79;2023-11-01 12:40:58;Spot;JP Morgan;Sell;DKK;10618110.0;USD;1500000.0;2023-11-03 00:00:00;2023-11-03 00:00:00;2;<1W;USD/DKK;USDDKK=;7.07874
80;2023-11-01 12:40:58;Spot;JP Morgan;Sell;DKK;7078800.0;USD;1000000.0;2023-11-03 00:00:00;2023-11-03 00:00:00;2;<1W;USD/DKK;USDDKK=;7.0788
81;2023-11-01 14:02:25;Spot;JP Morgan;Buy;SEK;5000000.0;DKK;3160096.85;2023-11-03 00:00:00;2023-11-03 00:00:00;2;<1W;SEK/DKK;SEKDKK=;0.63201937
82;2023-11-01 14:06:36;Spot;UBS;Buy;PLN;2000000.0;DKK;3341700.0;2023-11-03 00:00:00;2023-11-03 00:00:00;2;<1W;PLN/DKK;PLNDKK=;1.67085
83;2023-11-01 14:30:05;Spot;UBS;Sell;DKK;2837076.0;USD;400000.0;2023-11-03 00:00:00;2023-11-03 00:00:00;2;<1W;USD/DKK;USDDKK=;7.09269
84;2023-11-01 14:32:11;Spot;Citi;Buy;USD;500000.0;DKK;3546510.0;2023-11-03 00:00:00;2023-11-03 00:00:00;2;<1W;USD/DKK;USDDKK=;7.09302
85;2023-11-01 14:38:21;Spot;UBS;Buy;USD;500000.0;DKK;3545955.0;2023-11-03 00:00:00;2023-11-03 00:00:00;2;<1W;USD/DKK;USDDKK=;7.09191
86;2023-11-01 14:39:17;Spot;UBS;Buy;PLN;300000.0;DKK;500862.0;2023-11-03 00:00:00;2023-11-03 00:00:00;2;<1W;PLN/DKK;PLNDKK=;1.66954
87;2023-11-01 14:44:42;Spot;JP Morgan;Buy;USD;500000.0;DKK;3544925.0;2023-11-03 00:00:00;2023-11-03 00:00:00;2;<1W;USD/DKK;USDDKK=;7.08985
88;2023-11-01 14:48:08;Spot;JP Morgan;Buy;USD;700000.0;DKK;4961957.0;2023-11-03 00:00:00;2023-11-03 00:00:00;2;<1W;USD/DKK;USDDKK=;7.08851
89;2023-11-01 14:54:34;Spot;Deutsche Bank;Buy;JPY;20000000.0;DKK;937163.21;2023-11-06 00:00:00;2023-11-06 00:00:00;5;<1W;JPY/DKK;JPYDKK=;0.046858160499999996
90;2023-11-01 15:15:17;Spot;UBS;Sell;NOK;4722048.0;EUR;400000.0;2023-11-03 00:00:00;2023-11-03 00:00:00;2;<1W;EUR/NOK;EURNOK=;11.80512
91;2023-11-01 15:31:29;Spot;UBS;Buy;USD;400000.0;DKK;2827276.0;2023-11-03 00:00:00;2023-11-03 00:00:00;2;<1W;USD/DKK;USDDKK=;7.06819
92;2023-11-01 15:46:07;Spot;JP Morgan;Sell;DKK;3163856.1;NOK;5000000.0;2023-11-03 00:00:00;2023-11-03 00:00:00;2;<1W;NOK/DKK;NOKDKK=;0.63277122
93;2023-11-01 15:49:57;Spot;UBS;Buy;CZK;3000000.0;DKK;909135.0;2023-11-03 00:00:00;2023-11-03 00:00:00;2;<1W;CZK/DKK;CZKDKK=;0.303045
94;2023-11-01 15:52:43;Spot;JP Morgan;Sell;DKK;2530540.44;NOK;4000000.0;2023-11-03 00:00:00;2023-11-03 00:00:00;2;<1W;NOK/DKK;NOKDKK=;0.63263511
95;2023-11-01 16:02:44;Spot;JP Morgan;Sell;DKK;2829200.0;USD;400000.0;2023-11-03 00:00:00;2023-11-03 00:00:00;2;<1W;USD/DKK;USDDKK=;7.073
96;2023-11-01 16:03:59;Spot;JP Morgan;Sell;DKK;188494.93;NOK;298084.0;2023-11-03 00:00:00;2023-11-03 00:00:00;2;<1W;NOK/DKK;NOKDKK=;0.632355074408556
97;2023-11-01 16:03:59;Spot;JP Morgan;Sell;DKK;7399999.95;NOK;11701916.0;2023-11-03 00:00:00;2023-11-03 00:00:00;2;<1W;NOK/DKK;NOKDKK=;0.6323750700312667
98;2023-11-01 16:14:56;Swap;UBS;Buy;USD;70000000.0;DKK;495184200.0;2023-11-03 00:00:00;2023-12-04 00:00:00;33;1M;USD/DKK;USDDKK=;7.07406
99;2023-11-01 16:16:46;Swap;UBS;Sell;USD;42192400.0;EUR;40000000.0;2023-11-03 00:00:00;2023-12-04 00:00:00;33;1M;EUR/USD;EUR/USD=;0.9480380352859756
100;2023-11-01 16:18:16;Swap;JP Morgan;Sell;GBP;21712500.0;EUR;25000000.0;2023-11-03 00:00:00;2023-12-04 00:00:00;33;1M;GBP/EUR;GBPEUR=;1.1514104778353482
101;2023-11-01 16:55:17;Spot;UBS;Sell;DKK;5157066.0;GBP;600000.0;2023-11-03 00:00:00;2023-11-03 00:00:00;2;<1W;GBP/DKK;GBPDKK=;8.59511
102;2023-11-02 08:36:49;Spot;UBS;Buy;USD;800000.0;DKK;5628384.0;2023-11-06 00:00:00;2023-11-06 00:00:00;4;<1W;USD/DKK;USDDKK=;7.03548
103;2023-11-02 09:03:23;Spot;Barclays;Sell;DKK;1263847.02;SEK;2000000.0;2023-11-06 00:00:00;2023-11-06 00:00:00;4;<1W;SEK/DKK;SEKDKK=;0.63192351
104;2023-11-02 09:17:30;Spot;UBS;Buy;EUR;3000000.0;DKK;22390200.0;2023-11-06 00:00:00;2023-11-06 00:00:00;4;<1W;EUR/DKK;EURDKK=;7.4634
105;2023-11-02 09:17:47;Spot;Citi;Buy;EUR;1000000.0;DKK;7463400.0;2023-11-06 00:00:00;2023-11-06 00:00:00;4;<1W;EUR/DKK;EURDKK=;7.4634
106;2023-11-02 09:17:52;Spot;Citi;Buy;EUR;1000000.0;DKK;7463400.0;2023-11-06 00:00:00;2023-11-06 00:00:00;4;<1W;EUR/DKK;EURDKK=;7.4634
107;2023-11-02 09:18:42;Spot;Citi;Buy;EUR;1000000.0;DKK;7463400.0;2023-11-06 00:00:00;2023-11-06 00:00:00;4;<1W;EUR/DKK;EURDKK=;7.4634
108;2023-11-02 09:18:47;Spot;Citi;Buy;EUR;1000000.0;DKK;7463400.0;2023-11-06 00:00:00;2023-11-06 00:00:00;4;<1W;EUR/DKK;EURDKK=;7.4634
109;2023-11-02 09:18:52;Spot;Deutsche Bank;Buy;EUR;10000000.0;DKK;74634300.0;2023-11-06 00:00:00;2023-11-06 00:00:00;4;<1W;EUR/DKK;EURDKK=;7.46343
110;2023-11-02 09:33:04;Spot;Deutsche Bank;Buy;HKD;1888950.0;DKK;1700148.51;2023-11-06 00:00:00;2023-11-06 00:00:00;4;<1W;HKD/DKK;HKDDKK=;0.9000495036925276
111;2023-11-02 09:33:04;Spot;Deutsche Bank;Buy;HKD;1111050.0;DKK;1000000.0;2023-11-06 00:00:00;2023-11-06 00:00:00;4;<1W;HKD/DKK;HKDDKK=;0.9000495027226497
112;2023-11-02 10:05:04;Swap;Deutsche Bank;Buy;EUR;100000000.0;DKK;746322000.0;2023-11-06 00:00:00;2024-02-06 00:00:00;96;>3M;EUR/DKK;EURDKK=;7.46322
113;2023-11-02 10:08:19;Swap;Deutsche Bank;Buy;EUR;100000000.0;DKK;746312000.0;2023-11-06 00:00:00;2024-02-07 00:00:00;97;>3M;EUR/DKK;EURDKK=;7.46312
114;2023-11-02 10:26:27;Spot;JP Morgan;Buy;USD;800000.0;DKK;5624432.0;2023-11-06 00:00:00;2023-11-06 00:00:00;4;<1W;USD/DKK;USDDKK=;7.03054
115;2023-11-02 10:51:41;Swap;Deutsche Bank;Buy;AUD;70000000.0;DKK;316974000.0;2023-11-06 00:00:00;2023-11-27 00:00:00;25;1M;AUD/DKK;AUDDKK=;4.5282
116;2023-11-02 10:53:11;Swap;Deutsche Bank;Buy;CHF;55000000.0;DKK;427889000.0;2023-11-06 00:00:00;2023-11-20 00:00:00;18;3W;CHF/DKK;CHFDKK=;7.7798
117;2023-11-02 11:07:48;Spot;Citi;Buy;USD;200000.0;NOK;2231006.0;2023-11-06 00:00:00;2023-11-06 00:00:00;4;<1W;USD/NOK;USDNOK=;11.15503
118;2023-11-02 11:24:30;Spot;Deutsche Bank;Buy;CAD;400000.0;DKK;2032480.0;2023-11-06 00:00:00;2023-11-06 00:00:00;4;<1W;CAD/DKK;CADDKK=;5.0812
119;2023-11-02 11:38:23;Spot;UBS;Buy;USD;1000000.0;DKK;7023010.0;2023-11-06 00:00:00;2023-11-06 00:00:00;4;<1W;USD/DKK;USDDKK=;7.02301
120;2023-11-02 11:41:48;Spot;Deutsche Bank;Buy;CAD;400000.0;DKK;2032560.0;2023-11-06 00:00:00;2023-11-06 00:00:00;4;<1W;CAD/DKK;CADDKK=;5.0814
121;2023-11-02 11:46:44;Swap;JP Morgan;Sell;DKK;606880482.0;JPY;13000000000.0;2023-11-07 00:00:00;2023-12-06 00:00:00;34;1M;JPY/DKK;JPYDKK=;0.046683114
122;2023-11-02 13:20:47;Spot;JP Morgan;Buy;USD;600000.0;DKK;4204428.0;2023-11-06 00:00:00;2023-11-06 00:00:00;4;<1W;USD/DKK;USDDKK=;7.00738
123;2023-11-02 13:20:47;Spot;JP Morgan;Buy;USD;1000000.0;DKK;7007320.0;2023-11-06 00:00:00;2023-11-06 00:00:00;4;<1W;USD/DKK;USDDKK=;7.00732
124;2023-11-02 13:23:02;Swap;JP Morgan;Buy;USD;200000000.0;DKK;1401284000.0;2023-11-06 00:00:00;2023-12-06 00:00:00;34;1M;USD/DKK;USDDKK=;7.00642
125;2023-11-02 13:27:48;Swap;Deutsche Bank;Sell;USD;63880800.0;EUR;60000000.0;2023-11-06 00:00:00;2023-12-06 00:00:00;34;1M;EUR/USD;EUR/USD=;0.9392493519179472
126;2023-11-02 13:28:53;Swap;Barclays;Sell;GBP;26139000.0;EUR;30000000.0;2023-11-06 00:00:00;2023-12-06 00:00:00;34;1M;GBP/EUR;GBPEUR=;1.1477103179157582
127;2023-11-02 13:32:04;Spot;Citi;Buy;USD;600000.0;DKK;4203996.0;2023-11-06 00:00:00;2023-11-06 00:00:00;4;<1W;USD/DKK;USDDKK=;7.00666
128;2023-11-02 13:43:05;Swap;JP Morgan;Buy;USD;150000000.0;DKK;1050795000.0;2023-11-06 00:00:00;2023-12-06 00:00:00;34;1M;USD/DKK;USDDKK=;7.0053
129;2023-11-02 13:43:56;Spot;JP Morgan;Sell;DKK;4203486.0;USD;600000.0;2023-11-06 00:00:00;2023-11-06 00:00:00;4;<1W;USD/DKK;USDDKK=;7.00581
130;2023-11-02 13:54:17;Spot;JP Morgan;Buy;USD;500000.0;DKK;3498935.0;2023-11-06 00:00:00;2023-11-06 00:00:00;4;<1W;USD/DKK;USDDKK=;6.99787
131;2023-11-02 13:55:53;Spot;UBS;Sell;DKK;1895890.32;SEK;3000000.0;2023-11-06 00:00:00;2023-11-06 00:00:00;4;<1W;SEK/DKK;SEKDKK=;0.63196344
132;2023-11-02 14:00:33;Spot;JP Morgan;Buy;USD;100000.0;DKK;699961.0;2023-11-06 00:00:00;2023-11-06 00:00:00;4;<1W;USD/DKK;USDDKK=;6.99961
133;2023-11-02 14:00:33;Spot;Deutsche Bank;Buy;USD;300000.0;DKK;2099880.0;2023-11-06 00:00:00;2023-11-06 00:00:00;4;<1W;USD/DKK;USDDKK=;6.9996
134;2023-11-02 14:00:44;Spot;UBS;Sell;DKK;947897.24;SEK;1500000.0;2023-11-06 00:00:00;2023-11-06 00:00:00;4;<1W;SEK/DKK;SEKDKK=;0.6319314933333333
135;2023-11-02 14:03:54;Spot;JP Morgan;Buy;USD;300000.0;DKK;2100033.0;2023-11-06 00:00:00;2023-11-06 00:00:00;4;<1W;USD/DKK;USDDKK=;7.00011
