;TRADE_DATETIME;INSTRUMENT;LIQUIDITY_PARTNER;SIDE;BOUGHTCCY;BOUGHTAMT;SOLDCCY;SOLDAMT;SPOT_DATE;MATURITY_DATE;MATURITY;MATURITY_GROUPS;CCYPAIR;RIC;PRICE
383;2023-11-08 12:32:05;Spot;Citi;Buy;USD;500000.0;DKK;3493200.0;2023-11-10 00:00:00;2023-11-10 00:00:00;2;<1W;USD/DKK;USDDKK=;6.9864
384;2023-11-08 13:08:10;Swap;JP Morgan;Sell;DKK;78754436.3;JPY;1700000000.0;2023-11-10 00:00:00;2023-11-24 00:00:00;16;2W;JPY/DKK;JPYDKK=;0.046326138999999995
385;2023-11-08 13:15:06;Spot;Deutsche Bank;Sell;DKK;3494600.0;USD;500000.0;2023-11-10 00:00:00;2023-11-10 00:00:00;2;<1W;USD/DKK;USDDKK=;6.9892
386;2023-11-08 13:51:46;Spot;UBS;Sell;DKK;3494985.0;USD;500000.0;2023-11-10 00:00:00;2023-11-10 00:00:00;2;<1W;USD/DKK;USDDKK=;6.98997
387;2023-11-08 13:54:07;Spot;UBS;Sell;SEK;5466705.0;USD;500000.0;2023-11-10 00:00:00;2023-11-10 00:00:00;2;<1W;USD/SEK;USDSEK=;10.93341
388;2023-11-08 13:56:42;Spot;UBS;Buy;THB;7000000.0;DKK;1377040.0;2023-11-10 00:00:00;2023-11-10 00:00:00;2;<1W;THB/DKK;THBDKK=;0.19672
389;2023-11-08 14:03:43;Spot;UBS;Buy;AED;600000.0;DKK;1141856.66;2023-11-10 00:00:00;2023-11-10 00:00:00;2;<1W;AED/DKK;AEDDKK=;1.9030944333333333
390;2023-11-08 14:14:35;Spot;Citi;Buy;USD;700000.0;DKK;4891964.0;2023-11-10 00:00:00;2023-11-10 00:00:00;2;<1W;USD/DKK;USDDKK=;6.98852
391;2023-11-08 14:29:32;Spot;UBS;Buy;SEK;3500000.0;DKK;2237536.95;2023-11-10 00:00:00;2023-11-10 00:00:00;2;<1W;SEK/DKK;SEKDKK=;0.6392962714285715
392;2023-11-08 14:33:03;Swap;UBS;Buy;USD;50000000.0;DKK;349597000.0;2023-11-10 00:00:00;2023-11-24 00:00:00;16;2W;USD/DKK;USDDKK=;6.99194
393;2023-11-08 14:37:59;Swap;JP Morgan;Buy;MXN;55000000.0;DKK;21941700.0;2023-11-10 00:00:00;2023-12-11 00:00:00;33;1M;MXN/DKK;MXNDKK=;0.39894
394;2023-11-08 14:42:05;Spot;UBS;Sell;NOK;7159500.0;EUR;600000.0;2023-11-10 00:00:00;2023-11-10 00:00:00;2;<1W;EUR/NOK;EURNOK=;11.9325
395;2023-11-08 14:44:15;Spot;UBS;Sell;SEK;5469140.0;USD;500000.0;2023-11-10 00:00:00;2023-11-10 00:00:00;2;<1W;USD/SEK;USDSEK=;10.93828
396;2023-11-08 14:45:45;Swap;Barclays;Buy;PLN;60000000.0;USD;14340686.92;2023-11-10 00:00:00;2024-02-14 00:00:00;98;>3M;USD/PLN;USDPLN=;4.183899999680071
397;2023-11-08 14:51:51;Spot;JP Morgan;Buy;USD;500000.0;DKK;3496835.0;2023-11-10 00:00:00;2023-11-10 00:00:00;2;<1W;USD/DKK;USDDKK=;6.99367
398;2023-11-08 14:56:02;Spot;UBS;Buy;USD;1000000.0;NOK;11189800.0;2023-11-10 00:00:00;2023-11-10 00:00:00;2;<1W;USD/NOK;USDNOK=;11.1898
399;2023-11-08 15:00:12;Spot;Citi;Buy;USD;500000.0;DKK;3494885.0;2023-11-10 00:00:00;2023-11-10 00:00:00;2;<1W;USD/DKK;USDDKK=;6.98977
400;2023-11-08 15:01:03;Spot;Deutsche Bank;Buy;PLN;2200000.0;DKK;3689180.0;2023-11-10 00:00:00;2023-11-10 00:00:00;2;<1W;PLN/DKK;PLNDKK=;1.6769
401;2023-11-08 15:01:28;Spot;Deutsche Bank;Buy;PLN;500000.0;DKK;841300.0;2023-11-10 00:00:00;2023-11-10 00:00:00;2;<1W;PLN/DKK;PLNDKK=;1.6826
402;2023-11-08 15:01:28;Spot;Deutsche Bank;Buy;NOK;1000000.0;DKK;624726.69;2023-11-10 00:00:00;2023-11-10 00:00:00;2;<1W;NOK/DKK;NOKDKK=;0.6247266899999999
403;2023-11-08 15:04:08;Spot;Citi;Buy;USD;500000.0;DKK;3492990.0;2023-11-10 00:00:00;2023-11-10 00:00:00;2;<1W;USD/DKK;USDDKK=;6.98598
404;2023-11-08 15:04:33;Spot;UBS;Sell;DKK;4493330.0;AUD;1000000.0;2023-11-10 00:00:00;2023-11-10 00:00:00;2;<1W;AUD/DKK;AUDDKK=;4.49333
405;2023-11-08 15:05:13;Spot;Deutsche Bank;Sell;DKK;4493300.0;AUD;1000000.0;2023-11-10 00:00:00;2023-11-10 00:00:00;2;<1W;AUD/DKK;AUDDKK=;4.4933
406;2023-11-08 15:05:13;Spot;UBS;Sell;DKK;4493380.0;AUD;1000000.0;2023-11-10 00:00:00;2023-11-10 00:00:00;2;<1W;AUD/DKK;AUDDKK=;4.49338
407;2023-11-08 15:05:19;Spot;Deutsche Bank;Sell;DKK;13479900.0;AUD;3000000.0;2023-11-10 00:00:00;2023-11-10 00:00:00;2;<1W;AUD/DKK;AUDDKK=;4.4933
408;2023-11-08 15:05:29;Spot;UBS;Sell;DKK;7863310.0;AUD;1750000.0;2023-11-10 00:00:00;2023-11-10 00:00:00;2;<1W;AUD/DKK;AUDDKK=;4.49332
409;2023-11-08 15:09:29;Spot;Deutsche Bank;Sell;SEK;2186720.0;USD;200000.0;2023-11-10 00:00:00;2023-11-10 00:00:00;2;<1W;USD/SEK;USDSEK=;10.9336
410;2023-11-08 15:09:29;Spot;Deutsche Bank;Sell;SEK;3280080.0;USD;300000.0;2023-11-10 00:00:00;2023-11-10 00:00:00;2;<1W;USD/SEK;USDSEK=;10.9336
411;2023-11-08 15:30:13;Spot;Deutsche Bank;Buy;EUR;9300000.0;USD;9925332.0;2023-11-10 00:00:00;2023-11-10 00:00:00;2;<1W;EUR/USD;EUR/USD=;0.936996364454106
412;2023-11-08 15:30:28;Swap;Deutsche Bank;Sell;USD;96057000.0;EUR;90000000.0;2023-11-10 00:00:00;2024-02-12 00:00:00;96;>3M;EUR/USD;EUR/USD=;0.93694368968425
413;2023-11-08 15:31:43;Spot;JP Morgan;Buy;USD;1000000.0;DKK;6985220.0;2023-11-10 00:00:00;2023-11-10 00:00:00;2;<1W;USD/DKK;USDDKK=;6.98522
414;2023-11-08 15:32:03;Spot;UBS;Buy;USD;1000000.0;DKK;6984880.0;2023-11-10 00:00:00;2023-11-10 00:00:00;2;<1W;USD/DKK;USDDKK=;6.98488
415;2023-11-08 15:33:08;Spot;UBS;Buy;USD;250000.0;DKK;1746370.0;2023-11-10 00:00:00;2023-11-10 00:00:00;2;<1W;USD/DKK;USDDKK=;6.98548
416;2023-11-08 15:37:19;Spot;Citi;Buy;USD;600000.0;DKK;4190706.0;2023-11-10 00:00:00;2023-11-10 00:00:00;2;<1W;USD/DKK;USDDKK=;6.98451
417;2023-11-08 15:53:56;Spot;Citi;Buy;USD;250000.0;DKK;1744110.0;2023-11-10 00:00:00;2023-11-10 00:00:00;2;<1W;USD/DKK;USDDKK=;6.97644
418;2023-11-08 15:55:47;Spot;UBS;Buy;NOK;1500000.0;DKK;935809.7;2023-11-10 00:00:00;2023-11-10 00:00:00;2;<1W;NOK/DKK;NOKDKK=;0.6238731333333333
419;2023-11-08 16:02:02;Spot;UBS;Sell;SEK;2729887.5;USD;250000.0;2023-11-10 00:00:00;2023-11-10 00:00:00;2;<1W;USD/SEK;USDSEK=;10.91955
420;2023-11-08 16:12:34;Spot;UBS;Buy;MXN;7200000.0;DKK;2872153.28;2023-11-10 00:00:00;2023-11-10 00:00:00;2;<1W;MXN/DKK;MXNDKK=;0.39891017777777776
421;2023-11-08 16:46:08;Spot;UBS;Buy;USD;250000.0;DKK;1743642.5;2023-11-10 00:00:00;2023-11-10 00:00:00;2;<1W;USD/DKK;USDDKK=;6.97457
422;2023-11-08 16:55:10;Spot;Citi;Buy;USD;200000.0;DKK;1393168.0;2023-11-10 00:00:00;2023-11-10 00:00:00;2;<1W;USD/DKK;USDDKK=;6.96584
423;2023-11-08 18:31:12;Spot;JP Morgan;Buy;EUR;1500000.0;DKK;11186145.0;2023-11-10 00:00:00;2023-11-10 00:00:00;2;<1W;EUR/DKK;EURDKK=;7.45743
424;2023-11-08 18:31:12;Spot;JP Morgan;Buy;EUR;1000000.0;DKK;7457440.0;2023-11-10 00:00:00;2023-11-10 00:00:00;2;<1W;EUR/DKK;EURDKK=;7.45744
425;2023-11-09 08:36:42;Spot;Deutsche Bank;Buy;EUR;20000000.0;DKK;149148400.0;2023-11-13 00:00:00;2023-11-13 00:00:00;4;<1W;EUR/DKK;EURDKK=;7.45742
426;2023-11-09 09:27:19;Spot;UBS;Buy;NOK;1500000.0;DKK;934288.4;2023-11-13 00:00:00;2023-11-13 00:00:00;4;<1W;NOK/DKK;NOKDKK=;0.6228589333333333
427;2023-11-09 09:38:41;Spot;Citi;Buy;EUR;1000000.0;DKK;7456810.0;2023-11-13 00:00:00;2023-11-13 00:00:00;4;<1W;EUR/DKK;EURDKK=;7.45681
428;2023-11-09 09:38:41;Spot;Deutsche Bank;Buy;EUR;1000000.0;DKK;7456880.0;2023-11-13 00:00:00;2023-11-13 00:00:00;4;<1W;EUR/DKK;EURDKK=;7.45688
429;2023-11-09 09:38:41;Spot;JP Morgan;Buy;EUR;1000000.0;DKK;7456850.0;2023-11-13 00:00:00;2023-11-13 00:00:00;4;<1W;EUR/DKK;EURDKK=;7.45685
430;2023-11-09 09:38:41;Spot;UBS;Buy;EUR;3000000.0;DKK;22370520.0;2023-11-13 00:00:00;2023-11-13 00:00:00;4;<1W;EUR/DKK;EURDKK=;7.45684
431;2023-11-09 09:38:41;Spot;JP Morgan;Buy;EUR;2000000.0;DKK;14913780.0;2023-11-13 00:00:00;2023-11-13 00:00:00;4;<1W;EUR/DKK;EURDKK=;7.45689
432;2023-11-09 09:52:33;Spot;Citi;Buy;EUR;1000000.0;DKK;7456940.0;2023-11-13 00:00:00;2023-11-13 00:00:00;4;<1W;EUR/DKK;EURDKK=;7.45694
433;2023-11-09 09:52:33;Spot;JP Morgan;Buy;EUR;2000000.0;DKK;14913880.0;2023-11-13 00:00:00;2023-11-13 00:00:00;4;<1W;EUR/DKK;EURDKK=;7.45694
434;2023-11-09 09:52:33;Spot;JP Morgan;Buy;EUR;1000000.0;DKK;7456910.0;2023-11-13 00:00:00;2023-11-13 00:00:00;4;<1W;EUR/DKK;EURDKK=;7.45691
435;2023-11-09 09:52:33;Spot;Deutsche Bank;Buy;EUR;1000000.0;DKK;7456970.0;2023-11-13 00:00:00;2023-11-13 00:00:00;4;<1W;EUR/DKK;EURDKK=;7.45697
436;2023-11-09 09:54:14;Spot;Citi;Buy;EUR;1000000.0;DKK;7456940.0;2023-11-13 00:00:00;2023-11-13 00:00:00;4;<1W;EUR/DKK;EURDKK=;7.45694
437;2023-11-09 09:54:14;Spot;JP Morgan;Buy;EUR;2000000.0;DKK;14913880.0;2023-11-13 00:00:00;2023-11-13 00:00:00;4;<1W;EUR/DKK;EURDKK=;7.45694
438;2023-11-09 09:54:14;Spot;Deutsche Bank;Buy;EUR;1000000.0;DKK;7456980.0;2023-11-13 00:00:00;2023-11-13 00:00:00;4;<1W;EUR/DKK;EURDKK=;7.45698
439;2023-11-09 09:54:14;Spot;JP Morgan;Buy;EUR;1000000.0;DKK;7456910.0;2023-11-13 00:00:00;2023-11-13 00:00:00;4;<1W;EUR/DKK;EURDKK=;7.45691
440;2023-11-09 10:04:40;Spot;Citi;Buy;EUR;2000000.0;DKK;14913700.0;2023-11-13 00:00:00;2023-11-13 00:00:00;4;<1W;EUR/DKK;EURDKK=;7.45685
441;2023-11-09 10:04:40;Spot;Citi;Buy;EUR;1000000.0;DKK;7456850.0;2023-11-13 00:00:00;2023-11-13 00:00:00;4;<1W;EUR/DKK;EURDKK=;7.45685
442;2023-11-09 10:04:40;Spot;JP Morgan;Buy;EUR;2000000.0;DKK;14913660.0;2023-11-13 00:00:00;2023-11-13 00:00:00;4;<1W;EUR/DKK;EURDKK=;7.45683
443;2023-11-09 10:04:40;Spot;JP Morgan;Buy;EUR;1000000.0;DKK;7456800.0;2023-11-13 00:00:00;2023-11-13 00:00:00;4;<1W;EUR/DKK;EURDKK=;7.4568
444;2023-11-09 10:04:40;Spot;JP Morgan;Buy;EUR;2000000.0;DKK;14913660.0;2023-11-13 00:00:00;2023-11-13 00:00:00;4;<1W;EUR/DKK;EURDKK=;7.45683
445;2023-11-09 10:05:00;Spot;Citi;Buy;EUR;1000000.0;DKK;7456840.0;2023-11-13 00:00:00;2023-11-13 00:00:00;4;<1W;EUR/DKK;EURDKK=;7.45684
446;2023-11-09 10:05:06;Spot;Citi;Buy;EUR;1000000.0;DKK;7456850.0;2023-11-13 00:00:00;2023-11-13 00:00:00;4;<1W;EUR/DKK;EURDKK=;7.45685
447;2023-11-09 10:52:52;Spot;JP Morgan;Sell;DKK;6973660.0;USD;1000000.0;2023-11-13 00:00:00;2023-11-13 00:00:00;4;<1W;USD/DKK;USDDKK=;6.97366
448;2023-11-09 11:13:40;Spot;UBS;Sell;DKK;3486835.0;USD;500000.0;2023-11-13 00:00:00;2023-11-13 00:00:00;4;<1W;USD/DKK;USDDKK=;6.97367
449;2023-11-09 11:13:40;Spot;UBS;Sell;DKK;6973660.0;USD;1000000.0;2023-11-13 00:00:00;2023-11-13 00:00:00;4;<1W;USD/DKK;USDDKK=;6.97366
450;2023-11-09 11:13:55;Spot;JP Morgan;Sell;DKK;6973930.0;USD;1000000.0;2023-11-13 00:00:00;2023-11-13 00:00:00;4;<1W;USD/DKK;USDDKK=;6.97393
451;2023-11-09 11:13:55;Spot;UBS;Sell;DKK;6973930.0;USD;1000000.0;2023-11-13 00:00:00;2023-11-13 00:00:00;4;<1W;USD/DKK;USDDKK=;6.97393
452;2023-11-09 12:18:44;Spot;JP Morgan;Buy;USD;600000.0;DKK;4187280.0;2023-11-13 00:00:00;2023-11-13 00:00:00;4;<1W;USD/DKK;USDDKK=;6.9788
453;2023-11-09 13:02:20;Spot;Citi;Sell;DKK;5433675.49;SEK;8467840.0;2023-11-13 00:00:00;2023-11-13 00:00:00;4;<1W;SEK/DKK;SEKDKK=;0.6416837694146323
454;2023-11-09 13:02:20;Spot;JP Morgan;Sell;DKK;7399999.91;SEK;11532160.0;2023-11-13 00:00:00;2023-11-13 00:00:00;4;<1W;SEK/DKK;SEKDKK=;0.641683770429824
455;2023-11-09 13:04:31;Spot;JP Morgan;Sell;DKK;6416014.3;SEK;10000000.0;2023-11-13 00:00:00;2023-11-13 00:00:00;4;<1W;SEK/DKK;SEKDKK=;0.64160143
456;2023-11-09 13:08:56;Spot;JP Morgan;Sell;DKK;4492708.92;SEK;7000000.0;2023-11-13 00:00:00;2023-11-13 00:00:00;4;<1W;SEK/DKK;SEKDKK=;0.64181556
457;2023-11-09 13:33:50;Spot;JP Morgan;Buy;USD;300000.0;DKK;2092719.0;2023-11-13 00:00:00;2023-11-13 00:00:00;4;<1W;USD/DKK;USDDKK=;6.97573
458;2023-11-09 13:52:18;Spot;JP Morgan;Buy;USD;300000.0;DKK;2093019.0;2023-11-13 00:00:00;2023-11-13 00:00:00;4;<1W;USD/DKK;USDDKK=;6.97673
459;2023-11-09 14:09:55;Swap;UBS;Buy;USD;100000000.0;DKK;697572000.0;2023-11-13 00:00:00;2024-02-15 00:00:00;98;>3M;USD/DKK;USDDKK=;6.97572
460;2023-11-09 14:30:38;Spot;JP Morgan;Buy;EUR;200000.0;USD;213918.0;2023-11-13 00:00:00;2023-11-13 00:00:00;4;<1W;EUR/USD;EUR/USD=;0.9349376864032012
461;2023-11-09 14:36:34;Spot;JP Morgan;Buy;EUR;200000.0;USD;213938.0;2023-11-13 00:00:00;2023-11-13 00:00:00;4;<1W;EUR/USD;EUR/USD=;0.9348502837270611
462;2023-11-09 14:40:35;Spot;Deutsche Bank;Buy;GBP;100000.0;USD;122698.0;2023-11-13 00:00:00;2023-11-13 00:00:00;4;<1W;GBP/USD;GBPUSD=;1.22698
463;2023-11-09 14:40:35;Spot;Deutsche Bank;Buy;GBP;100000.0;USD;122697.0;2023-11-13 00:00:00;2023-11-13 00:00:00;4;<1W;GBP/USD;GBPUSD=;1.22697
464;2023-11-09 14:40:35;Spot;Deutsche Bank;Buy;GBP;50000.0;USD;61349.0;2023-11-13 00:00:00;2023-11-13 00:00:00;4;<1W;GBP/USD;GBPUSD=;1.22698
465;2023-11-09 14:43:45;Spot;Barclays;Sell;USD;214048.0;EUR;200000.0;2023-11-13 00:00:00;2023-11-13 00:00:00;4;<1W;EUR/USD;EUR/USD=;0.9343698609657647
466;2023-11-09 14:46:31;Spot;Barclays;Sell;USD;963279.0;EUR;900000.0;2023-11-13 00:00:00;2023-11-13 00:00:00;4;<1W;EUR/USD;EUR/USD=;0.9343087516700769
467;2023-11-09 15:12:00;Spot;UBS;Sell;CZK;24554200.0;EUR;1000000.0;2023-11-13 00:00:00;2023-11-13 00:00:00;4;<1W;EUR/CZK;EURCZK=;24.5542
468;2023-11-09 15:14:05;Swap;UBS;Buy;CZK;25000000.0;DKK;7593524.0;2023-11-13 00:00:00;2023-11-13 00:00:00;4;<1W;CZK/DKK;CZKDKK=;0.30374096
469;2023-11-09 15:36:28;Spot;JP Morgan;Sell;USD;214062.0;EUR;200000.0;2023-11-13 00:00:00;2023-11-13 00:00:00;4;<1W;EUR/USD;EUR/USD=;0.9343087516700769
470;2023-11-09 15:47:35;Spot;Deutsche Bank;Sell;NOK;1000000.0;SEK;975200.0;2023-11-13 00:00:00;2023-11-13 00:00:00;4;<1W;NOK/SEK;NOKSEK=;0.9752
471;2023-11-09 15:47:35;Spot;Barclays;Sell;NOK;1050829.03;SEK;1024800.0;2023-11-13 00:00:00;2023-11-13 00:00:00;4;<1W;NOK/SEK;NOKSEK=;0.975230004827712
472;2023-11-09 15:57:12;Spot;JP Morgan;Sell;USD;428860.0;EUR;400000.0;2023-11-13 00:00:00;2023-11-13 00:00:00;4;<1W;EUR/USD;EUR/USD=;0.9327053117567504
473;2023-11-09 16:02:22;Spot;JP Morgan;Buy;EUR;2000000.0;DKK;14916100.0;2023-11-13 00:00:00;2023-11-13 00:00:00;4;<1W;EUR/DKK;EURDKK=;7.45805
474;2023-11-09 16:02:22;Spot;JP Morgan;Buy;EUR;2000000.0;DKK;14916100.0;2023-11-13 00:00:00;2023-11-13 00:00:00;4;<1W;EUR/DKK;EURDKK=;7.45805
475;2023-11-09 16:02:22;Spot;JP Morgan;Buy;EUR;1000000.0;DKK;7458020.0;2023-11-13 00:00:00;2023-11-13 00:00:00;4;<1W;EUR/DKK;EURDKK=;7.45802
476;2023-11-09 16:02:23;Spot;Citi;Buy;EUR;1000000.0;DKK;7458060.0;2023-11-13 00:00:00;2023-11-13 00:00:00;4;<1W;EUR/DKK;EURDKK=;7.45806
477;2023-11-09 16:02:23;Spot;UBS;Buy;EUR;1000000.0;DKK;7458070.0;2023-11-13 00:00:00;2023-11-13 00:00:00;4;<1W;EUR/DKK;EURDKK=;7.45807
478;2023-11-09 16:02:23;Spot;Deutsche Bank;Buy;EUR;1000000.0;DKK;7458060.0;2023-11-13 00:00:00;2023-11-13 00:00:00;4;<1W;EUR/DKK;EURDKK=;7.45806
479;2023-11-09 16:02:28;Spot;HSBC;Buy;EUR;2000000.0;DKK;14916140.0;2023-11-13 00:00:00;2023-11-13 00:00:00;4;<1W;EUR/DKK;EURDKK=;7.45807
480;2023-11-09 16:03:03;Spot;Deutsche Bank;Buy;EUR;1000000.0;DKK;7457880.0;2023-11-13 00:00:00;2023-11-13 00:00:00;4;<1W;EUR/DKK;EURDKK=;7.45788
481;2023-11-09 16:03:03;Spot;Deutsche Bank;Buy;EUR;1000000.0;DKK;7457880.0;2023-11-13 00:00:00;2023-11-13 00:00:00;4;<1W;EUR/DKK;EURDKK=;7.45788
482;2023-11-09 16:03:03;Spot;Deutsche Bank;Buy;EUR;3000000.0;DKK;22373640.0;2023-11-13 00:00:00;2023-11-13 00:00:00;4;<1W;EUR/DKK;EURDKK=;7.45788
483;2023-11-09 16:06:13;Spot;UBS;Sell;SEK;3902400.0;NOK;4000000.0;2023-11-13 00:00:00;2023-11-13 00:00:00;4;<1W;SEK/NOK;SEKNOK=;1.0250102501025011
484;2023-11-09 16:08:44;Spot;JP Morgan;Sell;USD;1071230.0;EUR;1000000.0;2023-11-13 00:00:00;2023-11-13 00:00:00;4;<1W;EUR/USD;EUR/USD=;0.9335063431756019
485;2023-11-09 16:48:29;Swap;JP Morgan;Buy;HUF;5000000.0;DKK;98718.65;2023-11-13 00:00:00;2023-11-30 00:00:00;21;3W;HUF/DKK;HUFDKK=;0.019743729999999998
486;2023-11-10 09:20:29;Spot;Deutsche Bank;Buy;USD;400000.0;DKK;2794600.0;2023-11-14 00:00:00;2023-11-14 00:00:00;4;<1W;USD/DKK;USDDKK=;6.9865
487;2023-11-10 09:58:55;Spot;Deutsche Bank;Buy;USD;600000.0;DKK;4193880.0;2023-11-14 00:00:00;2023-11-14 00:00:00;4;<1W;USD/DKK;USDDKK=;6.9898
488;2023-11-10 10:21:59;Swap;JP Morgan;Sell;DKK;9229197.2;JPY;200000000.0;2023-11-14 00:00:00;2023-11-14 00:00:00;4;<1W;JPY/DKK;JPYDKK=;0.04614598599999999
489;2023-11-10 10:23:24;Spot;JP Morgan;Sell;DKK;1747305.0;USD;250000.0;2023-11-14 00:00:00;2023-11-14 00:00:00;4;<1W;USD/DKK;USDDKK=;6.98922
490;2023-11-10 10:23:39;Spot;Citi;Sell;DKK;4616165.81;JPY;100000000.0;2023-11-14 00:00:00;2023-11-14 00:00:00;4;<1W;JPY/DKK;JPYDKK=;0.046161658099999996
491;2023-11-10 10:25:55;Spot;UBS;Sell;DKK;4616033.7;JPY;100000000.0;2023-11-14 00:00:00;2023-11-14 00:00:00;4;<1W;JPY/DKK;JPYDKK=;0.046160337
492;2023-11-10 10:26:10;Spot;UBS;Buy;GBP;300000.0;DKK;2561499.0;2023-11-14 00:00:00;2023-11-14 00:00:00;4;<1W;GBP/DKK;GBPDKK=;8.53833
493;2023-11-10 10:30:31;Spot;UBS;Buy;EUR;400000.0;JPY;64612800.0;2023-11-14 00:00:00;2023-11-14 00:00:00;4;<1W;EUR/JPY;EURJPY=;161.532
494;2023-11-10 10:51:03;Spot;Deutsche Bank;Buy;USD;400000.0;DKK;2794040.0;2023-11-14 00:00:00;2023-11-14 00:00:00;4;<1W;USD/DKK;USDDKK=;6.9851
495;2023-11-10 10:51:08;Spot;JP Morgan;Buy;USD;200000.0;DKK;1397046.0;2023-11-14 00:00:00;2023-11-14 00:00:00;4;<1W;USD/DKK;USDDKK=;6.98523
496;2023-11-10 11:08:11;Spot;UBS;Sell;DKK;4192806.0;USD;600000.0;2023-11-14 00:00:00;2023-11-14 00:00:00;4;<1W;USD/DKK;USDDKK=;6.98801
497;2023-11-10 12:13:56;Spot;UBS;Buy;USD;500000.0;DKK;3489685.0;2023-11-14 00:00:00;2023-11-14 00:00:00;4;<1W;USD/DKK;USDDKK=;6.97937
498;2023-11-10 12:23:57;Spot;UBS;Sell;DKK;3490940.0;USD;500000.0;2023-11-14 00:00:00;2023-11-14 00:00:00;4;<1W;USD/DKK;USDDKK=;6.98188
499;2023-11-10 12:28:53;Spot;JP Morgan;Sell;DKK;3491685.0;USD;500000.0;2023-11-14 00:00:00;2023-11-14 00:00:00;4;<1W;USD/DKK;USDDKK=;6.98337
500;2023-11-10 12:50:46;Spot;UBS;Buy;PLN;1250000.0;DKK;2107375.0;2023-11-14 00:00:00;2023-11-14 00:00:00;4;<1W;PLN/DKK;PLNDKK=;1.6859
501;2023-11-10 12:52:06;Spot;UBS;Buy;PLN;1200000.0;DKK;2023656.0;2023-11-14 00:00:00;2023-11-14 00:00:00;4;<1W;PLN/DKK;PLNDKK=;1.68638
502;2023-11-10 13:21:00;Spot;Deutsche Bank;Buy;EUR;10000000.0;DKK;74572200.0;2023-11-14 00:00:00;2023-11-14 00:00:00;4;<1W;EUR/DKK;EURDKK=;7.45722
503;2023-11-10 13:25:26;Spot;Deutsche Bank;Buy;EUR;25000000.0;DKK;186434750.0;2023-11-14 00:00:00;2023-11-14 00:00:00;4;<1W;EUR/DKK;EURDKK=;7.45739
504;2023-11-10 13:34:57;Spot;Deutsche Bank;Sell;DKK;700000.0;SEK;1092070.0;2023-11-14 00:00:00;2023-11-14 00:00:00;4;<1W;SEK/DKK;SEKDKK=;0.6409845522722902
505;2023-11-10 13:57:00;Spot;JP Morgan;Sell;DKK;627576.98;NOK;1000000.0;2023-11-14 00:00:00;2023-11-14 00:00:00;4;<1W;NOK/DKK;NOKDKK=;0.62757698
506;2023-11-10 14:00:16;Spot;Deutsche Bank;Sell;DKK;581969.1;SEK;907930.0;2023-11-14 00:00:00;2023-11-14 00:00:00;4;<1W;SEK/DKK;SEKDKK=;0.6409845472668597
507;2023-11-10 14:00:21;Spot;UBS;Sell;DKK;2051387.23;SEK;3200000.0;2023-11-14 00:00:00;2023-11-14 00:00:00;4;<1W;SEK/DKK;SEKDKK=;0.641058509375
508;2023-11-10 14:29:55;Spot;Barclays;Sell;DKK;3240347.4;GBP;380000.0;2023-11-14 00:00:00;2023-11-14 00:00:00;4;<1W;GBP/DKK;GBPDKK=;8.52723
509;2023-11-10 15:16:21;Spot;Citi;Sell;DKK;3490720.0;USD;500000.0;2023-11-14 00:00:00;2023-11-14 00:00:00;4;<1W;USD/DKK;USDDKK=;6.98144
510;2023-11-10 15:33:59;Spot;JP Morgan;Sell;DKK;3491430.0;USD;500000.0;2023-11-14 00:00:00;2023-11-14 00:00:00;4;<1W;USD/DKK;USDDKK=;6.98286
511;2023-11-10 15:52:51;Spot;JP Morgan;Sell;DKK;2095887.0;USD;300000.0;2023-11-14 00:00:00;2023-11-14 00:00:00;4;<1W;USD/DKK;USDDKK=;6.98629
512;2023-11-10 16:00:02;Spot;Citi;Sell;DKK;3496055.0;USD;500000.0;2023-11-14 00:00:00;2023-11-14 00:00:00;4;<1W;USD/DKK;USDDKK=;6.99211
513;2023-11-10 16:03:18;Spot;Deutsche Bank;Buy;USD;100000.0;DKK;699110.0;2023-11-14 00:00:00;2023-11-14 00:00:00;4;<1W;USD/DKK;USDDKK=;6.9911
514;2023-11-10 16:03:18;Spot;Deutsche Bank;Buy;USD;100000.0;DKK;699110.0;2023-11-14 00:00:00;2023-11-14 00:00:00;4;<1W;USD/DKK;USDDKK=;6.9911
515;2023-11-10 16:03:18;Spot;Deutsche Bank;Buy;USD;100000.0;DKK;699110.0;2023-11-14 00:00:00;2023-11-14 00:00:00;4;<1W;USD/DKK;USDDKK=;6.9911
516;2023-11-10 16:10:44;Spot;Deutsche Bank;Buy;EUR;5000000.0;DKK;37286600.0;2023-11-14 00:00:00;2023-11-14 00:00:00;4;<1W;EUR/DKK;EURDKK=;7.45732
517;2023-11-10 16:23:31;Spot;JP Morgan;Sell;DKK;2561590.2;SEK;4000000.0;2023-11-14 00:00:00;2023-11-14 00:00:00;4;<1W;SEK/DKK;SEKDKK=;0.6403975500000001
518;2023-11-10 16:27:01;Spot;Citi;Sell;DKK;1566023.55;NOK;2500000.0;2023-11-14 00:00:00;2023-11-14 00:00:00;4;<1W;NOK/DKK;NOKDKK=;0.62640942
519;2023-11-10 16:45:14;Spot;JP Morgan;Sell;GBP;175100.0;EUR;200000.0;2023-11-14 00:00:00;2023-11-14 00:00:00;4;<1W;GBP/EUR;GBPEUR=;1.1422044545973729
